,city,state_id,state_name,state_name_id
11388,Cridersville,OH,Ohio,Cridersville OH
11389,Jamestown,KY,Kentucky,Jamestown KY
11390,Buena Vista,PR,Puerto Rico,Buena Vista PR
11391,Decatur,AR,Arkansas,Decatur AR
11392,South Floral Park,NY,New York,South Floral Park NY
11393,King,WI,Wisconsin,King WI
11394,Port Sulphur,LA,Louisiana,Port Sulphur LA
11395,Beech Mountain Lakes,PA,Pennsylvania,Beech Mountain Lakes PA
11396,Cameron,WI,Wisconsin,Cameron WI
11397,Red Corral,CA,California,Red Corral CA
11398,Coushatta,LA,Louisiana,Coushatta LA
11399,Red Lake,MN,Minnesota,Red Lake MN
11400,Bonneau Beach,SC,South Carolina,Bonneau Beach SC
11401,Idaho Springs,CO,Colorado,Idaho Springs CO
11402,Bartonville,TX,Texas,Bartonville TX
11403,Sea Breeze,NC,North Carolina,Sea Breeze NC
11404,Castlewood,VA,Virginia,Castlewood VA
11405,Edgard,LA,Louisiana,Edgard LA
11406,Spring Park,MN,Minnesota,Spring Park MN
11407,Edgerton,KS,Kansas,Edgerton KS
11408,Basile,LA,Louisiana,Basile LA
11409,Weston,NJ,New Jersey,Weston NJ
11410,Las Palmas II,TX,Texas,Las Palmas II TX
11411,Avon-by-the-Sea,NJ,New Jersey,Avon-by-the-Sea NJ
11412,Evadale,TX,Texas,Evadale TX
11413,Braddock Hills,PA,Pennsylvania,Braddock Hills PA
11414,Bloomington,TX,Texas,Bloomington TX
11415,Tawas City,MI,Michigan,Tawas City MI
11416,Ortonville,MN,Minnesota,Ortonville MN
11417,Sturgis,KY,Kentucky,Sturgis KY
11418,Clarendon,TX,Texas,Clarendon TX
11419,Wellsville,KS,Kansas,Wellsville KS
11420,Miami,AZ,Arizona,Miami AZ
11421,Gilbert,MN,Minnesota,Gilbert MN
11422,Galena,IN,Indiana,Galena IN
11423,Sneads,FL,Florida,Sneads FL
11424,French Lick,IN,Indiana,French Lick IN
11425,Bovina,TX,Texas,Bovina TX
11426,Kearney Park,MS,Mississippi,Kearney Park MS
11427,Dallas Center,IA,Iowa,Dallas Center IA
11428,Orchard Grass Hills,KY,Kentucky,Orchard Grass Hills KY
11429,Folsom,NJ,New Jersey,Folsom NJ
11430,Port Carbon,PA,Pennsylvania,Port Carbon PA
11431,Milan,MO,Missouri,Milan MO
11432,Marion,KS,Kansas,Marion KS
11433,Allentown,NJ,New Jersey,Allentown NJ
11434,Wabasso Beach,FL,Florida,Wabasso Beach FL
11435,Sardis City,AL,Alabama,Sardis City AL
11436,Morgantown,MS,Mississippi,Morgantown MS
11437,Lake City,TN,Tennessee,Lake City TN
11438,Big Lake,WA,Washington,Big Lake WA
11439,Bagdad,AZ,Arizona,Bagdad AZ
11440,Zolfo Springs,FL,Florida,Zolfo Springs FL
11441,Glencoe,FL,Florida,Glencoe FL
11442,Ravensdale,WA,Washington,Ravensdale WA
11443,Sabana Hoyos,PR,Puerto Rico,Sabana Hoyos PR
11444,Loretto,TN,Tennessee,Loretto TN
11445,Lagunitas-Forest Knolls,CA,California,Lagunitas-Forest Knolls CA
11446,Stinnett,TX,Texas,Stinnett TX
11447,Forsyth,MT,Montana,Forsyth MT
11448,Southport,IN,Indiana,Southport IN
11449,Humboldt,KS,Kansas,Humboldt KS
11450,Kiawah Island,SC,South Carolina,Kiawah Island SC
11451,Fort Denaud,FL,Florida,Fort Denaud FL
11452,Duson,LA,Louisiana,Duson LA
11453,South Taft,CA,California,South Taft CA
11454,Cannon Beach,OR,Oregon,Cannon Beach OR
11455,Marlette,MI,Michigan,Marlette MI
11456,Mountain Lodge Park,NY,New York,Mountain Lodge Park NY
11457,Sea Girt,NJ,New Jersey,Sea Girt NJ
11458,Camden,AL,Alabama,Camden AL
11459,Mechanicsville,MD,Maryland,Mechanicsville MD
11460,WaKeeney,KS,Kansas,WaKeeney KS
11461,Lattingtown,NY,New York,Lattingtown NY
11462,McCleary,WA,Washington,McCleary WA
11463,Shamrock,TX,Texas,Shamrock TX
11464,Shannon,MS,Mississippi,Shannon MS
11465,Port Edwards,WI,Wisconsin,Port Edwards WI
11466,Woodville,CA,California,Woodville CA
11467,Boronda,CA,California,Boronda CA
11468,Stony Point,MI,Michigan,Stony Point MI
11469,Olivet,MI,Michigan,Olivet MI
11470,Silver Bay,MN,Minnesota,Silver Bay MN
11471,Slater,MO,Missouri,Slater MO
11472,Anna Maria,FL,Florida,Anna Maria FL
11473,Pine Grove,CA,California,Pine Grove CA
11474,North Newton,KS,Kansas,North Newton KS
11475,Santa Clara,NM,New Mexico,Santa Clara NM
11476,Weyauwega,WI,Wisconsin,Weyauwega WI
11477,Katonah,NY,New York,Katonah NY
11478,Surgoinsville,TN,Tennessee,Surgoinsville TN
11479,Danbury,TX,Texas,Danbury TX
11480,Belleville,PA,Pennsylvania,Belleville PA
11481,Lincoln Park,PA,Pennsylvania,Lincoln Park PA
11482,Butler,GA,Georgia,Butler GA
11483,Luther,OK,Oklahoma,Luther OK
11484,Elkhart,KS,Kansas,Elkhart KS
11485,Pomeroy,OH,Ohio,Pomeroy OH
11486,East Pittsburgh,PA,Pennsylvania,East Pittsburgh PA
11487,Palmyra,WI,Wisconsin,Palmyra WI
11488,Salem,NC,North Carolina,Salem NC
11489,South Dos Palos,CA,California,South Dos Palos CA
11490,Dover Beaches North,NJ,New Jersey,Dover Beaches North NJ
11491,Morovis,PR,Puerto Rico,Morovis PR
11492,Lorena,TX,Texas,Lorena TX
11493,Lake Camelot,IL,Illinois,Lake Camelot IL
11494,RÃ­o Blanco,PR,Puerto Rico,RÃ­o Blanco PR
11495,Questa,NM,New Mexico,Questa NM
11496,Bourbon,IN,Indiana,Bourbon IN
11497,Cooperstown,NY,New York,Cooperstown NY
11498,Jeffersonville,KY,Kentucky,Jeffersonville KY
11499,Wright,WY,Wyoming,Wright WY
11500,Langdon,ND,North Dakota,Langdon ND
11501,Bellwood,PA,Pennsylvania,Bellwood PA
11502,Pine Mountain Club,CA,California,Pine Mountain Club CA
11503,Tri-Lakes,IN,Indiana,Tri-Lakes IN
11504,Central Square,NY,New York,Central Square NY
11505,Farley,IA,Iowa,Farley IA
11506,Rafter J Ranch,WY,Wyoming,Rafter J Ranch WY
11507,Gallatin,MO,Missouri,Gallatin MO
11508,Randolph,WI,Wisconsin,Randolph WI
11509,Catlettsburg,KY,Kentucky,Catlettsburg KY
11510,Lewisburg,OH,Ohio,Lewisburg OH
11511,Calico Rock,AR,Arkansas,Calico Rock AR
11512,Elberta,AL,Alabama,Elberta AL
11513,Los Molinos,CA,California,Los Molinos CA
11514,Monon,IN,Indiana,Monon IN
11515,Ocean Park,WA,Washington,Ocean Park WA
11516,Davenport,WA,Washington,Davenport WA
11517,Upper Brookville,NY,New York,Upper Brookville NY
11518,Elizabeth Lake,CA,California,Elizabeth Lake CA
11519,Osakis,MN,Minnesota,Osakis MN
11520,Mio,MI,Michigan,Mio MI
11521,Baden,MD,Maryland,Baden MD
11522,Middleport,NY,New York,Middleport NY
11523,Unionville,MO,Missouri,Unionville MO
11524,Detroit Beach,MI,Michigan,Detroit Beach MI
11525,Hampton,IL,Illinois,Hampton IL
11526,Ko Olina,HI,Hawaii,Ko Olina HI
11527,Fort Washakie,WY,Wyoming,Fort Washakie WY
11528,City View,SC,South Carolina,City View SC
11529,Fontana-on-Geneva Lake,WI,Wisconsin,Fontana-on-Geneva Lake WI
11530,Pikeville,TN,Tennessee,Pikeville TN
11531,Forest City,PA,Pennsylvania,Forest City PA
11532,Bradley,WV,West Virginia,Bradley WV
11533,South Whitley,IN,Indiana,South Whitley IN
11534,Fall River,WI,Wisconsin,Fall River WI
11535,Oakley,UT,Utah,Oakley UT
11536,Lacon,IL,Illinois,Lacon IL
11537,Elkland,PA,Pennsylvania,Elkland PA
11538,Le Grand,CA,California,Le Grand CA
11539,Grove Hill,AL,Alabama,Grove Hill AL
11540,Monroe North,WA,Washington,Monroe North WA
11541,Gruetli-Laager,TN,Tennessee,Gruetli-Laager TN
11542,Honey Grove,TX,Texas,Honey Grove TX
11543,Buna,TX,Texas,Buna TX
11544,Huachuca City,AZ,Arizona,Huachuca City AZ
11545,VÃ¡zquez,PR,Puerto Rico,VÃ¡zquez PR
11546,Baldwinville,MA,Massachusetts,Baldwinville MA
11547,Toquerville,UT,Utah,Toquerville UT
11548,Itasca,TX,Texas,Itasca TX
11549,Eaton,IN,Indiana,Eaton IN
11550,Louisa,VA,Virginia,Louisa VA
11551,Stafford,OR,Oregon,Stafford OR
11552,Nissequogue,NY,New York,Nissequogue NY
11553,Plentywood,MT,Montana,Plentywood MT
11554,Wanchese,NC,North Carolina,Wanchese NC
11555,Rector,AR,Arkansas,Rector AR
11556,Decatur,MI,Michigan,Decatur MI
11557,Pine Bush,NY,New York,Pine Bush NY
11558,Baiting Hollow,NY,New York,Baiting Hollow NY
11559,McEwen,TN,Tennessee,McEwen TN
11560,Ben Avon,PA,Pennsylvania,Ben Avon PA
11561,West Pasco,WA,Washington,West Pasco WA
11562,Makaha Valley,HI,Hawaii,Makaha Valley HI
11563,Whitwell,TN,Tennessee,Whitwell TN
11564,El Tumbao,PR,Puerto Rico,El Tumbao PR
11565,Pineville,KY,Kentucky,Pineville KY
11566,Oberlin,LA,Louisiana,Oberlin LA
11567,Hampden-Sydney,VA,Virginia,Hampden-Sydney VA
11568,Estell Manor,NJ,New Jersey,Estell Manor NJ
11569,Kirkland,IL,Illinois,Kirkland IL
11570,Mont Alto,PA,Pennsylvania,Mont Alto PA
11571,Cherryville,PA,Pennsylvania,Cherryville PA
11572,Pierce,NE,Nebraska,Pierce NE
11573,Bridgeport,OH,Ohio,Bridgeport OH
11574,Stella,PR,Puerto Rico,Stella PR
11575,Stuart,IA,Iowa,Stuart IA
11576,Toro Canyon,CA,California,Toro Canyon CA
11577,Lillian,AL,Alabama,Lillian AL
11578,Lester Prairie,MN,Minnesota,Lester Prairie MN
11579,Lowry Crossing,TX,Texas,Lowry Crossing TX
11580,Merritt Park,NY,New York,Merritt Park NY
11581,Harpersville,AL,Alabama,Harpersville AL
11582,Sandy Valley,NV,Nevada,Sandy Valley NV
11583,Westover,AL,Alabama,Westover AL
11584,Webster,SD,South Dakota,Webster SD
11585,South Willard,UT,Utah,South Willard UT
11586,Lost Hills,CA,California,Lost Hills CA
11587,Fredericksburg,PA,Pennsylvania,Fredericksburg PA
11588,Town Line,NY,New York,Town Line NY
11589,Coal City,WV,West Virginia,Coal City WV
11590,Manitou Beach-Devils Lake,MI,Michigan,Manitou Beach-Devils Lake MI
11591,Amity,OR,Oregon,Amity OR
11592,Crested Butte,CO,Colorado,Crested Butte CO
11593,Dravosburg,PA,Pennsylvania,Dravosburg PA
11594,Chenoa,IL,Illinois,Chenoa IL
11595,Akron,CO,Colorado,Akron CO
11596,Sparta,NC,North Carolina,Sparta NC
11597,Las Maravillas,NM,New Mexico,Las Maravillas NM
11598,Lamar,AR,Arkansas,Lamar AR
11599,Ragland,AL,Alabama,Ragland AL
11600,Wesson,MS,Mississippi,Wesson MS
11601,Deshler,OH,Ohio,Deshler OH
11602,Pennington Gap,VA,Virginia,Pennington Gap VA
11603,Butler,AL,Alabama,Butler AL
11604,Whitewright,TX,Texas,Whitewright TX
11605,Lewisville,WA,Washington,Lewisville WA
11606,Warrenton,GA,Georgia,Warrenton GA
11607,Reynolds Heights,PA,Pennsylvania,Reynolds Heights PA
11608,Holley,FL,Florida,Holley FL
11609,Greenvale,NY,New York,Greenvale NY
11610,Prairie City,IA,Iowa,Prairie City IA
11611,Prudhoe Bay,AK,Alaska,Prudhoe Bay AK
11612,Trumansburg,NY,New York,Trumansburg NY
11613,Peebles,OH,Ohio,Peebles OH
11614,Sun Prairie,MT,Montana,Sun Prairie MT
11615,Meridian Hills,IN,Indiana,Meridian Hills IN
11616,Armada,MI,Michigan,Armada MI
11617,Moweaqua,IL,Illinois,Moweaqua IL
11618,Stonewood,WV,West Virginia,Stonewood WV
11619,East Palatka,FL,Florida,East Palatka FL
11620,Redwood Valley,CA,California,Redwood Valley CA
11621,Frewsburg,NY,New York,Frewsburg NY
11622,Stockton,IL,Illinois,Stockton IL
11623,Zeigler,IL,Illinois,Zeigler IL
11624,North Judson,IN,Indiana,North Judson IN
11625,Chadbourn,NC,North Carolina,Chadbourn NC
11626,Maroa,IL,Illinois,Maroa IL
11627,Industry,PA,Pennsylvania,Industry PA
11628,Roanoke,IN,Indiana,Roanoke IN
11629,Choteau,MT,Montana,Choteau MT
11630,Duchesne,UT,Utah,Duchesne UT
11631,Evans City,PA,Pennsylvania,Evans City PA
11632,Westlake,TX,Texas,Westlake TX
11633,Hughes Springs,TX,Texas,Hughes Springs TX
11634,Bear Creek,FL,Florida,Bear Creek FL
11635,Tekamah,NE,Nebraska,Tekamah NE
11636,Nanawale Estates,HI,Hawaii,Nanawale Estates HI
11637,Bessemer,MI,Michigan,Bessemer MI
11638,Clinton,NY,New York,Clinton NY
11639,Bartonsville,MD,Maryland,Bartonsville MD
11640,Syracuse,KS,Kansas,Syracuse KS
11641,Keeler Farm,NM,New Mexico,Keeler Farm NM
11642,Shamokin Dam,PA,Pennsylvania,Shamokin Dam PA
11643,Biola,CA,California,Biola CA
11644,Whiting,WI,Wisconsin,Whiting WI
11645,Bridgeport,IL,Illinois,Bridgeport IL
11646,Montverde,FL,Florida,Montverde FL
11647,Decatur,MS,Mississippi,Decatur MS
11648,Ridgeville,SC,South Carolina,Ridgeville SC
11649,Sorrento,LA,Louisiana,Sorrento LA
11650,Kayak Point,WA,Washington,Kayak Point WA
11651,Meadowlakes,TX,Texas,Meadowlakes TX
11652,Warsaw,KY,Kentucky,Warsaw KY
11653,Rosebud,SD,South Dakota,Rosebud SD
11654,Richlands,NC,North Carolina,Richlands NC
11655,Chilhowie,VA,Virginia,Chilhowie VA
11656,Archer City,TX,Texas,Archer City TX
11657,Twin City,GA,Georgia,Twin City GA
11658,Scenic,AZ,Arizona,Scenic AZ
11659,Fairfax,OH,Ohio,Fairfax OH
11660,Big Timber,MT,Montana,Big Timber MT
11661,La Grulla,TX,Texas,La Grulla TX
11662,Oakes,ND,North Dakota,Oakes ND
11663,Oberlin,KS,Kansas,Oberlin KS
11664,Jonesboro,IL,Illinois,Jonesboro IL
11665,Cassopolis,MI,Michigan,Cassopolis MI
11666,Gaston,SC,South Carolina,Gaston SC
11667,Caddo Mills,TX,Texas,Caddo Mills TX
11668,Labadieville,LA,Louisiana,Labadieville LA
11669,Glen Lyon,PA,Pennsylvania,Glen Lyon PA
11670,South Bend,WA,Washington,South Bend WA
11671,McMechen,WV,West Virginia,McMechen WV
11672,Teaticket,MA,Massachusetts,Teaticket MA
11673,North Bennington,VT,Vermont,North Bennington VT
11674,Ripley,OH,Ohio,Ripley OH
11675,Bruceville-Eddy,TX,Texas,Bruceville-Eddy TX
11676,Haubstadt,IN,Indiana,Haubstadt IN
11677,Punta Rassa,FL,Florida,Punta Rassa FL
11678,Pleasantville,IA,Iowa,Pleasantville IA
11679,Cheswold,DE,Delaware,Cheswold DE
11680,El Paraiso,PR,Puerto Rico,El Paraiso PR
11681,Wind Point,WI,Wisconsin,Wind Point WI
11682,Mayfield,PA,Pennsylvania,Mayfield PA
11683,Wilson,OK,Oklahoma,Wilson OK
11684,Romney,WV,West Virginia,Romney WV
11685,Rushford,MN,Minnesota,Rushford MN
11686,Jauca,PR,Puerto Rico,Jauca PR
11687,Kualapuu,HI,Hawaii,Kualapuu HI
11688,Pumpkin Center,NC,North Carolina,Pumpkin Center NC
11689,Bristol,IN,Indiana,Bristol IN
11690,Mapleton,MN,Minnesota,Mapleton MN
11691,Mulberry,AR,Arkansas,Mulberry AR
11692,Plantsville,CT,Connecticut,Plantsville CT
11693,Angola on the Lake,NY,New York,Angola on the Lake NY
11694,Wilder,VT,Vermont,Wilder VT
11695,White Castle,LA,Louisiana,White Castle LA
11696,Spencer,TN,Tennessee,Spencer TN
11697,Minorca,LA,Louisiana,Minorca LA
11698,Dresden,OH,Ohio,Dresden OH
11699,Fort Montgomery,NY,New York,Fort Montgomery NY
11700,Heritage Lake,IL,Illinois,Heritage Lake IL
11701,London,CA,California,London CA
11702,Des Allemands,LA,Louisiana,Des Allemands LA
11703,Lewisport,KY,Kentucky,Lewisport KY
11704,Searles Valley,CA,California,Searles Valley CA
11705,Temple,PA,Pennsylvania,Temple PA
11706,Smackover,AR,Arkansas,Smackover AR
11707,Flora Vista,NM,New Mexico,Flora Vista NM
11708,Three Way,TN,Tennessee,Three Way TN
11709,Bunker Hill,IL,Illinois,Bunker Hill IL
11710,Mammoth,AZ,Arizona,Mammoth AZ
11711,Bylas,AZ,Arizona,Bylas AZ
11712,Rocky Point,NC,North Carolina,Rocky Point NC
11713,King Arthur Park,MT,Montana,King Arthur Park MT
11714,Upper Fruitland,NM,New Mexico,Upper Fruitland NM
11715,Brownlee Park,MI,Michigan,Brownlee Park MI
11716,Tonto Basin,AZ,Arizona,Tonto Basin AZ
11717,Shaw,MS,Mississippi,Shaw MS
11718,Washington Park,FL,Florida,Washington Park FL
11719,Horton,KS,Kansas,Horton KS
11720,Nashville,MI,Michigan,Nashville MI
11721,Hamilton,MO,Missouri,Hamilton MO
11722,Antwerp,OH,Ohio,Antwerp OH
11723,Holley,NY,New York,Holley NY
11724,Shawneeland,VA,Virginia,Shawneeland VA
11725,De Pue,IL,Illinois,De Pue IL
11726,Steep Falls,ME,Maine,Steep Falls ME
11727,East Lexington,VA,Virginia,East Lexington VA
11728,Hato Candal,PR,Puerto Rico,Hato Candal PR
11729,Mundys Corner,PA,Pennsylvania,Mundys Corner PA
11730,Tuckerman,AR,Arkansas,Tuckerman AR
11731,Lake Como,NJ,New Jersey,Lake Como NJ
11732,Westwood Shores,TX,Texas,Westwood Shores TX
11733,Panguitch,UT,Utah,Panguitch UT
11734,Rancho Tehama Reserve,CA,California,Rancho Tehama Reserve CA
11735,Summerdale,AL,Alabama,Summerdale AL
11736,Kersey,CO,Colorado,Kersey CO
11737,Culver,OR,Oregon,Culver OR
11738,MacArthur,WV,West Virginia,MacArthur WV
11739,South Point,TX,Texas,South Point TX
11740,Oswego,KS,Kansas,Oswego KS
11741,Denton,NC,North Carolina,Denton NC
11742,Island Heights,NJ,New Jersey,Island Heights NJ
11743,Commercial Point,OH,Ohio,Commercial Point OH
11744,Roodhouse,IL,Illinois,Roodhouse IL
11745,Freeport,PA,Pennsylvania,Freeport PA
11746,Lake Sherwood,CA,California,Lake Sherwood CA
11747,Osseo,WI,Wisconsin,Osseo WI
11748,Haymarket,VA,Virginia,Haymarket VA
11749,Peridot,AZ,Arizona,Peridot AZ
11750,Lake Isabella,MI,Michigan,Lake Isabella MI
11751,North Fork,AZ,Arizona,North Fork AZ
11752,Fairfax,SC,South Carolina,Fairfax SC
11753,Cheswick,PA,Pennsylvania,Cheswick PA
11754,Gunter,TX,Texas,Gunter TX
11755,South Amherst,OH,Ohio,South Amherst OH
11756,Oroville,WA,Washington,Oroville WA
11757,Albany,MO,Missouri,Albany MO
11758,Kingston,OK,Oklahoma,Kingston OK
11759,Pleak,TX,Texas,Pleak TX
11760,Harrisville,WV,West Virginia,Harrisville WV
11761,Elkview,WV,West Virginia,Elkview WV
11762,Sabinal,TX,Texas,Sabinal TX
11763,Hagerstown,IN,Indiana,Hagerstown IN
11764,Walnut Grove,MS,Mississippi,Walnut Grove MS
11765,Cascade Valley,WA,Washington,Cascade Valley WA
11766,Stanley,VA,Virginia,Stanley VA
11767,John Day,OR,Oregon,John Day OR
11768,Princeville,IL,Illinois,Princeville IL
11769,West Unity,OH,Ohio,West Unity OH
11770,Daguao,PR,Puerto Rico,Daguao PR
11771,Joseph City,AZ,Arizona,Joseph City AZ
11772,Canby,MN,Minnesota,Canby MN
11773,Blountsville,AL,Alabama,Blountsville AL
11774,Ronceverte,WV,West Virginia,Ronceverte WV
11775,Holliday,TX,Texas,Holliday TX
11776,Bluff City,TN,Tennessee,Bluff City TN
11777,Altamont,NY,New York,Altamont NY
11778,Princeville,HI,Hawaii,Princeville HI
11779,Calhoun City,MS,Mississippi,Calhoun City MS
11780,Wakefield,MI,Michigan,Wakefield MI
11781,Gadsden,SC,South Carolina,Gadsden SC
11782,Kentland,IN,Indiana,Kentland IN
11783,Dayton,IN,Indiana,Dayton IN
11784,Columbus AFB,MS,Mississippi,Columbus AFB MS
11785,Bement,IL,Illinois,Bement IL
11786,Decatur,TN,Tennessee,Decatur TN
11787,Bent Creek,NC,North Carolina,Bent Creek NC
11788,Perryopolis,PA,Pennsylvania,Perryopolis PA
11789,Tremont,PA,Pennsylvania,Tremont PA
11790,Parcelas de Navarro,PR,Puerto Rico,Parcelas de Navarro PR
11791,Knollwood,IL,Illinois,Knollwood IL
11792,Uvalde Estates,TX,Texas,Uvalde Estates TX
11793,Trempealeau,WI,Wisconsin,Trempealeau WI
11794,Coaling,AL,Alabama,Coaling AL
11795,Cementon,PA,Pennsylvania,Cementon PA
11796,Playita,PR,Puerto Rico,Playita PR
11797,Cosmopolis,WA,Washington,Cosmopolis WA
11798,Arcadia,IN,Indiana,Arcadia IN
11799,Blue Grass,IA,Iowa,Blue Grass IA
11800,Young Harris,GA,Georgia,Young Harris GA
11801,Southport,CT,Connecticut,Southport CT
11802,Channel Lake,IL,Illinois,Channel Lake IL
11803,Blackwater,AZ,Arizona,Blackwater AZ
11804,Star Valley Ranch,WY,Wyoming,Star Valley Ranch WY
11805,Munfordville,KY,Kentucky,Munfordville KY
11806,Cowan,TN,Tennessee,Cowan TN
11807,Terrebonne,OR,Oregon,Terrebonne OR
11808,Bay Springs,MS,Mississippi,Bay Springs MS
11809,Sedgwick,KS,Kansas,Sedgwick KS
11810,Douglass,KS,Kansas,Douglass KS
11811,Salyersville,KY,Kentucky,Salyersville KY
11812,Murphy,NC,North Carolina,Murphy NC
11813,South Rockwood,MI,Michigan,South Rockwood MI
11814,Rehobeth,AL,Alabama,Rehobeth AL
11815,Ridgely,MD,Maryland,Ridgely MD
11816,Kaibito,AZ,Arizona,Kaibito AZ
11817,Tillson,NY,New York,Tillson NY
11818,Muhlenberg Park,PA,Pennsylvania,Muhlenberg Park PA
11819,Black Rock,NM,New Mexico,Black Rock NM
11820,Plains,TX,Texas,Plains TX
11821,Cade,LA,Louisiana,Cade LA
11822,Holland,OH,Ohio,Holland OH
11823,Vance,AL,Alabama,Vance AL
11824,Metlakatla,AK,Alaska,Metlakatla AK
11825,Ritzville,WA,Washington,Ritzville WA
11826,Del Rey Oaks,CA,California,Del Rey Oaks CA
11827,Elk Creek,KY,Kentucky,Elk Creek KY
11828,Montpelier,IN,Indiana,Montpelier IN
11829,Juarez,TX,Texas,Juarez TX
11830,Rock Creek,MN,Minnesota,Rock Creek MN
11831,La Playa,PR,Puerto Rico,La Playa PR
11832,Canton Valley,CT,Connecticut,Canton Valley CT
11833,Hatch,NM,New Mexico,Hatch NM
11834,Steelville,MO,Missouri,Steelville MO
11835,Lazy Mountain,AK,Alaska,Lazy Mountain AK
11836,Church Hill,PA,Pennsylvania,Church Hill PA
11837,Stockdale,TX,Texas,Stockdale TX
11838,Daleville,IN,Indiana,Daleville IN
11839,Vevay,IN,Indiana,Vevay IN
11840,Minco,OK,Oklahoma,Minco OK
11841,Burnsville,NC,North Carolina,Burnsville NC
11842,Weston,OH,Ohio,Weston OH
11843,Edgeworth,PA,Pennsylvania,Edgeworth PA
11844,Greilickville,MI,Michigan,Greilickville MI
11845,Duck Hill,MS,Mississippi,Duck Hill MS
11846,Harvey,ND,North Dakota,Harvey ND
11847,Watervliet,MI,Michigan,Watervliet MI
11848,Dundas,MN,Minnesota,Dundas MN
11849,Pole Ojea,PR,Puerto Rico,Pole Ojea PR
11850,Annandale,NJ,New Jersey,Annandale NJ
11851,Homer,MI,Michigan,Homer MI
11852,Carnegie,OK,Oklahoma,Carnegie OK
11853,Muenster,TX,Texas,Muenster TX
11854,Franklin,TX,Texas,Franklin TX
11855,Westwood,CA,California,Westwood CA
11856,Honeyville,UT,Utah,Honeyville UT
11857,Connelly Springs,NC,North Carolina,Connelly Springs NC
11858,Richland,GA,Georgia,Richland GA
11859,Jonesboro,IN,Indiana,Jonesboro IN
11860,McArthur,OH,Ohio,McArthur OH
11861,Lake City,IA,Iowa,Lake City IA
11862,Teutopolis,IL,Illinois,Teutopolis IL
11863,Westwood,KS,Kansas,Westwood KS
11864,Spring Green,WI,Wisconsin,Spring Green WI
11865,Thoreau,NM,New Mexico,Thoreau NM
11866,Intercourse,PA,Pennsylvania,Intercourse PA
11867,Woodburn,IN,Indiana,Woodburn IN
11868,Houghton,NY,New York,Houghton NY
11869,Duquesne,MO,Missouri,Duquesne MO
11870,Los Ranchos,CA,California,Los Ranchos CA
11871,Garden City,MO,Missouri,Garden City MO
11872,McComb,OH,Ohio,McComb OH
11873,Boaz,WV,West Virginia,Boaz WV
11874,Hudson Lake,IN,Indiana,Hudson Lake IN
11875,Dayton,VA,Virginia,Dayton VA
11876,Caledonia,MI,Michigan,Caledonia MI
11877,Landover Hills,MD,Maryland,Landover Hills MD
11878,Kettle Falls,WA,Washington,Kettle Falls WA
11879,Moville,IA,Iowa,Moville IA
11880,Charlotte,TN,Tennessee,Charlotte TN
11881,New Berlinville,PA,Pennsylvania,New Berlinville PA
11882,Walcott,IA,Iowa,Walcott IA
11883,Pocahontas,IA,Iowa,Pocahontas IA
11884,Stewartville,AL,Alabama,Stewartville AL
11885,Gearhart,OR,Oregon,Gearhart OR
11886,Buckhead Ridge,FL,Florida,Buckhead Ridge FL
11887,Los Alamos,CA,California,Los Alamos CA
11888,Bayou Vista,TX,Texas,Bayou Vista TX
11889,Chapin,SC,South Carolina,Chapin SC
11890,Marbury,AL,Alabama,Marbury AL
11891,Wilderness Rim,WA,Washington,Wilderness Rim WA
11892,Congress,AZ,Arizona,Congress AZ
11893,Boulevard Gardens,FL,Florida,Boulevard Gardens FL
11894,Sebewaing,MI,Michigan,Sebewaing MI
11895,Water Mill,NY,New York,Water Mill NY
11896,Nooksack,WA,Washington,Nooksack WA
11897,Lockney,TX,Texas,Lockney TX
11898,Dundee,NY,New York,Dundee NY
11899,South Lancaster,MA,Massachusetts,South Lancaster MA
11900,Georgetown,CT,Connecticut,Georgetown CT
11901,Topaz Ranch Estates,NV,Nevada,Topaz Ranch Estates NV
11902,Canyon Day,AZ,Arizona,Canyon Day AZ
11903,Pinewood Estates,TX,Texas,Pinewood Estates TX
11904,Shiremanstown,PA,Pennsylvania,Shiremanstown PA
11905,East Bangor,PA,Pennsylvania,East Bangor PA
11906,Smith Valley,NV,Nevada,Smith Valley NV
11907,Victoria,VA,Virginia,Victoria VA
11908,Pinehurst,ID,Idaho,Pinehurst ID
11909,Aurora,MN,Minnesota,Aurora MN
11910,Reinbeck,IA,Iowa,Reinbeck IA
11911,Perry,OH,Ohio,Perry OH
11912,Penn State Erie,PA,Pennsylvania,Penn State Erie PA
11913,Argos,IN,Indiana,Argos IN
11914,St. Francisville,LA,Louisiana,St. Francisville LA
11915,Kingsley,MI,Michigan,Kingsley MI
11916,San Antonio,PR,Puerto Rico,San Antonio PR
11917,Marfa,TX,Texas,Marfa TX
11918,Springfield,NE,Nebraska,Springfield NE
11919,Hillsboro,ND,North Dakota,Hillsboro ND
11920,Gordonsville,VA,Virginia,Gordonsville VA
11921,Waterflow,NM,New Mexico,Waterflow NM
11922,Ridgely,TN,Tennessee,Ridgely TN
11923,Mitchell,NE,Nebraska,Mitchell NE
11924,Harlan,IN,Indiana,Harlan IN
11925,Jagual,PR,Puerto Rico,Jagual PR
11926,Black Point-Green Point,CA,California,Black Point-Green Point CA
11927,Ester,AK,Alaska,Ester AK
11928,Luis M. CintrÃ³n,PR,Puerto Rico,Luis M. CintrÃ³n PR
